RUN_ID,dRAD,A_front,HM_VA,AWD,iAG,m_curb,Achsabstand,h_s,Gewichtsverteilung,MainAxle_TorqueSplit_int,Hybrid_BFM_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,Displacement_cc,Induction_Type,Boost_Pressure_bar,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit
4376,0.5831,2.60712,1,0,3.86,1055,2.388,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.6,1242,NA,0,0,0,0,0,0,1000,6500,25.8,129,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4377,0.5845,2.60712,1,0,3.73,1070,2.388,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.91, 2.16, 1.48, 1.12, 0.9]",5,0.6,1242,NA,0,0,0,0,0,0,1000,6500,25.8,129,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4378,0.6073,2.54752,1,0,3.09,1050,2.39,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.1, 2.16, 1.34, 0.97, 0.83]",5,0.8,875,Turbo,1.4,0,0,0,0,0,1000,6000,29,145,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4379,0.6073,2.54752,1,0,3.09,1040,2.39,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[4.1, 2.16, 1.34, 0.97, 0.83]",5,0.6,875,Turbo,1.4,0,0,0,0,0,1000,6000,20.4,102,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4380,0.6319,3.143476,1,0,4.64,1620,2.824,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.25, 1.78, 1.29, 0.9, 0.73]",5,1.2,1998,NA,0,0,0,0,0,0,1000,6500,36,180,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4381,0.6319,3.143476,1,0,4.21,1690,2.824,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.82, 1.25, 0.97, 0.77]",5,0.6,1998,NA,0,0,0,0,0,0,1000,6500,47,235,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4382,0.783,3.11256,0,0,2.82,2735,3.39,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5513,Turbo,1.3,0,0,0,0,0,1000,7500,180,900,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4383,0.783,3.11256,0,0,2.82,2735,3.39,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5513,Turbo,1.3,0,0,0,0,0,1000,7500,200,1000,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4384,0.783,3.08286,0,0,2.82,2735,3.39,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5980,Turbo,1.5,0,0,0,0,0,1000,6500,200,1000,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4385,0.783,3.11454,0,0,2.82,2855,3.827,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5513,Turbo,1.3,0,0,0,0,0,1000,7500,180,900,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4386,0.783,3.11454,0,0,2.82,2855,3.827,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,1.2,5513,Turbo,1.3,0,0,0,0,0,1000,7500,200,1000,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4387,0.783,3.11454,0,0,2.82,2855,3.827,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5980,Turbo,0,0,0,0,0,0,1000,6500,200,1000,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4388,0.783,3.11454,0,0,2.82,2855,3.827,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.6, 2.19, 1.41, 1.0, 0.83]",5,0.35,5980,Turbo,0,0,0,0,0,0,1000,6500,200,1000,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4389,0.6287,2.045327,0,0,4.53,950,2.3,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.12, 2.05, 1.48, 1.17, 0.92, 0.81]",6,0.35,1796,Supercharger,0.5,0,0,0,0,0,1000,6500,52,260,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4390,0.5368,2.0264,0,0,3.53,675,2.25,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.56, 2.25, 1.54, 1.1]",4,1.2,598,NA,0,0,0,0,0,0,1000,6500,17.6,88,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4391,0.6006,2.4816,1,0,4.86,1210,2.86,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.06, 1.21, 0.79]",3,1.2,995,NA,0,0,0,0,0,0,1000,6500,32.4,162,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4392,0.6649,2.500653,0,0,2.73,1626,2.566,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.06, 1.63, 1.0, 0.7]",4,0.6,3353,NA,0,0,0,0,0,0,1000,6500,85.2,426,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4393,0.668,3.2279,1,0,3.94,1695,2.788,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.77, 2.19, 1.38, 1.03, 0.81]",5,0.35,3135,NA,0,0,0,0,0,0,1000,6500,38,190,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4394,0.668,3.14962,1,0,3.06,1792,2.788,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.92, 1.57, 1.0, 0.7]",4,1.2,2260,NA,0,0,0,0,0,0,1000,6500,61,305,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4395,0.5782,2.31777,1,0,3.94,1035,2.44,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,1.2,1299,NA,0,0,0,0,0,0,1000,6500,21.4,107,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4396,0.5831,2.31777,1,0,3.94,1035,2.44,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.8,1597,NA,0,0,0,0,0,0,1000,6500,27,135,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4397,0.5776,2.33415,1,0,4.32,1190,2.44,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.08, 1.95, 1.28, 0.94, 0.76]",5,0.1,1834,NA,0,0,0,0,0,0,1000,6500,32.4,162,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4398,0.5782,2.3268,1,0,3.94,1070,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.6,1299,NA,0,0,0,0,0,0,1000,6500,21.4,107,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4399,0.5612,2.3268,1,0,3.94,1050,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,1,1468,NA,0,0,0,0,0,0,1000,6500,25,125,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4400,0.5612,2.3268,1,0,3.94,1075,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,1,1468,NA,0,0,0,0,0,0,1000,6500,25.2,126,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4401,0.5776,2.3268,1,0,3.49,1125,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.08, 1.95, 1.28, 0.94, 0.76]",5,0.8,1597,NA,0,0,0,0,0,0,1000,6500,27,135,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4402,0.5776,2.30685,1,0,3.6,1150,2.44,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.6,1834,NA,0,0,0,0,0,0,1000,6500,32.4,162,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4403,0.5776,2.30685,1,0,3.67,1180,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.78]",5,0.6,1834,NA,0,0,0,0,0,0,1000,6500,32,160,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4404,0.5776,2.34065,1,0,3.42,1200,2.5,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.95, 1.28, 0.94, 0.76]",5,1.2,1998,NA,0,0,0,0,0,0,1000,6500,34.4,172,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4405,0.5752,1.96168,0,0,3.92,839,2.133,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.65, 1.97, 1.37, 1.0]",4,1.2,1392,NA,0,0,0,0,0,0,1000,6500,21.8,109,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4406,0.576,1.974336,0,0,3.92,839,2.13,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.36, 1.81, 1.26, 1.0, 0.83]",5,0.8,1398,NA,0,0,0,0,0,0,1000,6500,25.4,127,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4407,0.5577,2.16225,1,0,3.56,890,2.27,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,0.6,1396,NA,0,0,0,0,0,0,1000,6500,23.4,117,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4408,0.5577,2.16225,1,0,3.54,840,2.269,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,1.2,1396,NA,0,0,0,0,0,0,1000,6500,18,90,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4409,0.5472,2.13435,1,0,3.54,830,2.269,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,1.2,1119,NA,0,0,0,0,0,0,1000,6500,18,90,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4410,0.5472,2.13435,1,0,3.54,840,2.269,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,1.2,1119,NA,0,0,0,0,0,0,1000,6500,18,90,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4411,0.5472,2.13435,1,0,3.54,860,2.269,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,1.2,1119,NA,0,0,0,0,0,0,1000,6500,18,90,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4412,0.5577,2.13435,1,0,3.77,885,2.27,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,0.6,1119,NA,0,0,0,0,0,0,1000,6500,24,120,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4413,0.5961,2.3016,1,0,4.25,1085,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.25, 1.94, 1.34, 1.03, 0.85]",5,0.6,1590,NA,0,0,0,0,0,0,1000,6500,28,140,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4414,0.5961,2.3016,1,0,3.65,1185,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[2.92, 1.75, 1.22, 0.94, 0.77]",5,0.35,1590,NA,0,0,0,0,0,0,1000,6500,47.4,237,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4415,0.5896,2.3016,1,0,3.94,1075,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.86]",5,0.8,1994,Turbo,0.5,0,0,0,0,0,1000,6300,25.4,127,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4416,0.5961,2.3352,1,0,4.25,1135,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.25, 1.94, 1.34, 1.03, 0.85]",5,0.6,1396,NA,0,0,0,0,0,0,1000,6500,28,140,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4417,0.5961,2.395272,1,0,4.2,1135,2.502,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.17, 1.84, 1.31, 1.03, 0.77]",5,0.6,1796,NA,0,0,0,0,0,0,1000,6500,34.8,174,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4418,0.5961,2.395272,1,0,3.94,1065,2.502,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,0.6,1796,NA,0,0,0,0,0,0,1000,6500,25.4,127,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
4419,0.5961,2.395272,1,0,3.94,1010,2.55,0.4,1,0.5,1,1,0,0,0,0,performance,1,"[3.42, 1.95, 1.33, 1.05, 0.85]",5,1.2,1796,NA,0,0,0,0,0,0,1000,6500,23.4,117,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1
